reaction_smiles,sources,reactants,products,solvents,catalyst,stages
"['C1(O[C:8](=[O:29])[NH:9][C:10]2[S:14][N:13]=[C:12]([O:15][CH2:16][C:17]3[C:22]([F:23])=[CH:21][C:20]([Br:24])=[CH:19][C:18]=3[F:25])[C:11]=2[C:26](=[O:28])[NH2:27])C=CC=CC=1.[CH3:30][N:31]1[CH2:36][CH2:35][N:34]([CH2:37][CH2:38][CH2:39][NH2:40])[CH2:33][CH2:32]1', '', '[Br:24][C:20]1[CH:19]=[C:18]([F:25])[C:17]([CH2:16][O:15][C:12]2[C:11]([C:26]([NH2:27])=[O:28])=[C:10]([NH:9][C:8]([NH:40][CH2:39][CH2:38][CH2:37][N:34]3[CH2:33][CH2:32][N:31]([CH3:30])[CH2:36][CH2:35]3)=[O:29])[S:14][N:13]=2)=[C:22]([F:23])[CH:21]=1']","['US20010020034A1', '3-(4-Bromo-2,6-difluoro-benzyloxy)-5-{3-[3-(4-methyl-piperazin-1-yl)-propyl]-ureido} -isothiazole-4-carboxylic acid amide', '0231', 'The title compound was prepared from [3-(4-bromo-2,6-difluoro-benzyloxy)-4-carbamoyl-isothiazol-5-yl]-carbamic acid phenyl ester and 3-(4-methyl-piperazin-1-yl)-propylamine by the procedure analogous to Example 1. MS (APCl, m/z): 547 and 549 [M+H]+.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],[],"['step 1:The title compound was prepared from [3-(4-bromo-2,6-difluoro-benzyloxy)-4-carbamoyl-isothiazol-5-yl]-carbamic acid phenyl ester and 3-(4-methyl-piperazin-1-yl)-propylamine by the procedure analogous to Example 1']"
"['C1(O[C:8](=[O:29])[NH:9][C:10]2[S:14][N:13]=[C:12]([O:15][CH2:16][C:17]3[C:22]([F:23])=[CH:21][C:20]([CH3:24])=[CH:19][C:18]=3[F:25])[C:11]=2[C:26](=[O:28])[NH2:27])C=CC=CC=1.[CH3:30][N:31]1[CH2:35][CH2:34][CH2:33][CH:32]1[CH2:36][CH2:37][NH2:38]', '', '[F:23][C:22]1[CH:21]=[C:20]([CH3:24])[CH:19]=[C:18]([F:25])[C:17]=1[CH2:16][O:15][C:12]1[C:11]([C:26]([NH2:27])=[O:28])=[C:10]([NH:9][C:8]([NH:38][CH2:37][CH2:36][CH:32]2[CH2:33][CH2:34][CH2:35][N:31]2[CH3:30])=[O:29])[S:14][N:13]=1']","['US20010020034A1', '3-(2,6-Difluoro-4-methyl-benzyloxy)-5-{3-[2-(1-methyl-pyrrolidin-2-yl)-ethyl]-ureido} -isothiazole-4-carboxylic acid amide', '0232', 'The title compound was prepared from [4-carbamoyl-3-(2,6-difluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and 2-(1-methyl-pyrrolidin-2-yl)-ethylamine by the procedure analogous to Example 1. MS (APCl, m/z): 454 [M+H]+.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],[],"['step 1:The title compound was prepared from [4-carbamoyl-3-(2,6-difluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and 2-(1-methyl-pyrrolidin-2-yl)-ethylamine by the procedure analogous to Example 1']"
"['C1(O[C:8](=[O:29])[NH:9][C:10]2[S:14][N:13]=[C:12]([O:15][CH2:16][C:17]3[C:22]([F:23])=[CH:21][C:20]([CH3:24])=[CH:19][C:18]=3[F:25])[C:11]=2[C:26](=[O:28])[NH2:27])C=CC=CC=1.[CH3:30][N:31]([CH3:37])[CH2:32][CH2:33][CH2:34][CH2:35][NH2:36]', '', '[F:23][C:22]1[CH:21]=[C:20]([CH3:24])[CH:19]=[C:18]([F:25])[C:17]=1[CH2:16][O:15][C:12]1[C:11]([C:26]([NH2:27])=[O:28])=[C:10]([NH:9][C:8]([NH:36][CH2:35][CH2:34][CH2:33][CH2:32][N:31]([CH3:37])[CH3:30])=[O:29])[S:14][N:13]=1']","['US20010020034A1', '3-(2,6-Difluoro-4-methyl-benzyloxy)-5-[3-(4-dimethylamino-butyl)-ureido]-isothiazole-4-carboxylic acid amide', '0233', 'The title compound was prepared from [4-carbamoyl-3-(2,6-difluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and N,N-dimethyl-butane-1,4-diamine by the procedure analogous to Example 1. MS (APCl, m/z): 442 [M+H]+.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],[],"['step 1:The title compound was prepared from [4-carbamoyl-3-(2,6-difluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and N,N-dimethyl-butane-1,4-diamine by the procedure analogous to Example 1']"
"['C1(O[C:8](=[O:29])[NH:9][C:10]2[S:14][N:13]=[C:12]([O:15][CH2:16][C:17]3[C:22]([F:23])=[CH:21][C:20]([CH3:24])=[CH:19][C:18]=3[F:25])[C:11]=2[C:26](=[O:28])[NH2:27])C=CC=CC=1.[CH3:30][N:31]([CH3:36])[CH2:32][CH2:33][CH2:34][NH2:35]', '', '[F:23][C:22]1[CH:21]=[C:20]([CH3:24])[CH:19]=[C:18]([F:25])[C:17]=1[CH2:16][O:15][C:12]1[C:11]([C:26]([NH2:27])=[O:28])=[C:10]([NH:9][C:8]([NH:35][CH2:34][CH2:33][CH2:32][N:31]([CH3:36])[CH3:30])=[O:29])[S:14][N:13]=1']","['US20010020034A1', '3-(2,6-Difluoro-4-methyl-benzyloxy)-5-[3-(3-dimethylamino-propyl)-ureido]-isothiazole-4-carboxylic acid amide', '0234', 'The title compound was prepared from [4-carbamoyl-3-(2,6-difluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and N,N-dimethyl-propane-1,3-diamine by the procedure analogous to Example 1. MS (APCl, m/z): 428 [M+H]+.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],[],"['step 1:The title compound was prepared from [4-carbamoyl-3-(2,6-difluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and N,N-dimethyl-propane-1,3-diamine by the procedure analogous to Example 1']"
"['C1(O[C:8](=[O:30])[NH:9][C:10]2[S:14][N:13]=[C:12]([O:15][CH2:16][C:17]3[C:22]([F:23])=[CH:21][C:20]([CH3:24])=[C:19]([F:25])[C:18]=3[F:26])[C:11]=2[C:27](=[O:29])[NH2:28])C=CC=CC=1.[CH3:31][NH:32][CH2:33][CH2:34][CH2:35][NH2:36]', '', '[CH3:31][NH:32][CH2:33][CH2:34][CH2:35][NH:36][C:8](=[O:30])[NH:9][C:10]1[S:14][N:13]=[C:12]([O:15][CH2:16][C:17]2[C:22]([F:23])=[CH:21][C:20]([CH3:24])=[C:19]([F:25])[C:18]=2[F:26])[C:11]=1[C:27]([NH2:28])=[O:29]']","['US20010020034A1', '5-[3-(3-Methylamino-propyl)-ureido]-3-(2,3,6-trifluoro-4-methyl-benzyloxy)-isothiazole-4-carboxylic acid amide', '0236', 'The title compound was prepared from [4-carbamoyl-3-(2,3,6-trifluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and N-methyl-propane-1,3-diamine by the procedure analogous to Example 1. MS (APCl, m/z): 432 [M+H]+.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],[],"['step 1:The title compound was prepared from [4-carbamoyl-3-(2,3,6-trifluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and N-methyl-propane-1,3-diamine by the procedure analogous to Example 1']"
"['C1([O:7][C:8](=O)[NH:9][C:10]2[S:14][N:13]=[C:12]([O:15][CH2:16][C:17]3[C:22]([F:23])=[CH:21][C:20]([CH3:24])=[C:19]([F:25])[C:18]=3[F:26])[C:11]=2[C:27](=[O:29])[NH2:28])C=CC=CC=1.[CH3:31][NH:32][CH2:33][CH2:34][CH2:35][NH2:36]', '', '[NH2:36][CH2:35][CH2:34][CH2:33][N:32]([CH3:31])[C:8](=[O:7])[NH:9][C:10]1[S:14][N:13]=[C:12]([O:15][CH2:16][C:17]2[C:22]([F:23])=[CH:21][C:20]([CH3:24])=[C:19]([F:25])[C:18]=2[F:26])[C:11]=1[C:27]([NH2:28])=[O:29]']","['US20010020034A1', '5-[3-(3-Amino-propyl)-3-methyl-ureido]-3-(2,3,6-trifluoro-4-methyl-benzyloxy)-isothiazole-4-carboxylic acid amide', '0237', 'The title compound was prepared from [4-carbamoyl-3-(2,3,6-trifluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and N-methyl-propane-1,3-diamine by the procedure analogous to Example 1. MS (APCl, m/z): 432 [M+H]+.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],[],"['step 1:The title compound was prepared from [4-carbamoyl-3-(2,3,6-trifluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and N-methyl-propane-1,3-diamine by the procedure analogous to Example 1']"
"['C1(O[C:8](=[O:30])[NH:9][C:10]2[S:14][N:13]=[C:12]([O:15][CH2:16][C:17]3[C:22]([F:23])=[CH:21][C:20]([CH3:24])=[C:19]([F:25])[C:18]=3[F:26])[C:11]=2[C:27](=[O:29])[NH2:28])C=CC=CC=1.[CH2:31]([N:33]([CH2:39][CH3:40])[CH2:34][CH2:35][CH2:36][CH2:37][NH2:38])[CH3:32]', '', '[CH2:31]([N:33]([CH2:39][CH3:40])[CH2:34][CH2:35][CH2:36][CH2:37][NH:38][C:8](=[O:30])[NH:9][C:10]1[S:14][N:13]=[C:12]([O:15][CH2:16][C:17]2[C:22]([F:23])=[CH:21][C:20]([CH3:24])=[C:19]([F:25])[C:18]=2[F:26])[C:11]=1[C:27]([NH2:28])=[O:29])[CH3:32]']","['US20010020034A1', '5-[3-(4-Diethylamino-butyl)-ureido]-3-(2,3,6-trifluoro4-methyl-benzyloxy)-isothiazole-4-carboxylic acid amide', '0238', 'The title compound was prepared from [4-carbamoyl-3-(2,3,6-trifluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and N,N-diethyl-butane-1,4-diamine by the procedure analogous to Example 1. MS (APCl, m/z): 488 [M+H]+.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],[],"['step 1:The title compound was prepared from [4-carbamoyl-3-(2,3,6-trifluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and N,N-diethyl-butane-1,4-diamine by the procedure analogous to Example 1']"
"['C1(O[C:8](=[O:29])[NH:9][C:10]2[S:14][N:13]=[C:12]([O:15][CH2:16][C:17]3[C:22]([F:23])=[CH:21][C:20]([CH3:24])=[CH:19][C:18]=3[F:25])[C:11]=2[C:26](=[O:28])[NH2:27])C=CC=CC=1.[N:30]1([CH2:35][CH2:36][CH2:37][NH2:38])[CH2:34][CH2:33][CH2:32][CH2:31]1', '', '[F:23][C:22]1[CH:21]=[C:20]([CH3:24])[CH:19]=[C:18]([F:25])[C:17]=1[CH2:16][O:15][C:12]1[C:11]([C:26]([NH2:27])=[O:28])=[C:10]([NH:9][C:8]([NH:38][CH2:37][CH2:36][CH2:35][N:30]2[CH2:34][CH2:33][CH2:32][CH2:31]2)=[O:29])[S:14][N:13]=1']","['US20010020034A1', '3-(2,6-Difluoro-4-methyl-benzyloxy)-5-[3-(3-pyrrolidin-1-yl-propyl)-ureido]-isothiazole-4-carboxylic acid amide', '0239', 'The title compound was prepared from [4-carbamoyl-3-(2,6-difluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and 3-pyrrolidin-1-yl-propylamine by the procedure analogous to Example 1. MS (APCl, m/z): 454 [M+H]+.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],[],"['step 1:The title compound was prepared from [4-carbamoyl-3-(2,6-difluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and 3-pyrrolidin-1-yl-propylamine by the procedure analogous to Example 1']"
"['C1(O[C:8](=[O:30])[NH:9][C:10]2[S:14][N:13]=[C:12]([O:15][CH2:16][C:17]3[C:22]([F:23])=[CH:21][C:20]([CH3:24])=[C:19]([Cl:25])[C:18]=3[F:26])[C:11]=2[C:27](=[O:29])[NH2:28])C=CC=CC=1.[CH2:31]([N:33]([CH2:39]C)[CH2:34][CH2:35][CH2:36][CH2:37][NH2:38])C', '', '[Cl:25][C:19]1[C:18]([F:26])=[C:17]([C:22]([F:23])=[CH:21][C:20]=1[CH3:24])[CH2:16][O:15][C:12]1[C:11]([C:27]([NH2:28])=[O:29])=[C:10]([NH:9][C:8]([NH:38][CH2:37][CH2:36][CH2:35][CH2:34][N:33]([CH3:39])[CH3:31])=[O:30])[S:14][N:13]=1']","['US20010020034A1', '3-(3-Chloro-2,6-difluoro-4-methyl-benzyloxy)-5-[3-(4-dimethylamino-butyl)-ureido]-isothiazole-4-carboxylic acid amide', '0240', 'The title compound was prepared [4-carbamoyl-3-(3-chloro-2,6-difluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and N,N-diethyl-butane-1,4-diamine by the procedure analogous to Example 1. MS (APCl, m/z): 476 [M+H]+.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],[],"['step 1:The title compound was prepared [4-carbamoyl-3-(3-chloro-2,6-difluoro-4-methyl-benzyloxy)-isothiazol-5-yl]-carbamic acid phenyl ester and N,N-diethyl-butane-1,4-diamine by the procedure analogous to Example 1']"
"['OCC[NH:4][C:5](=[O:9])[C:6]([CH3:8])=[CH2:7].C(N([CH2:15][CH3:16])CC)C.[C:17](Cl)(=[O:20])[CH:18]=[CH2:19]', 'C(Cl)(Cl)Cl', '[C:17]([CH2:15][CH2:16][CH:7]=[C:6]([CH3:8])[C:5]([NH2:4])=[O:9])([CH:18]=[CH2:19])=[O:20]']","['US20010020079A1', '0081', 'To a stirred solution of N-(2-hydroxyethyl)methacrylamide (10 mmol, 1.3 g) and triethylamine (11 mmol, 1.5 cm3) in chloroform (40 cm3), was added dropwise, a solution of acryloyl chloride (11 mmol, 0.9 cm) in chloroform (20 cm3) at room temperature under a nitrogen atmosphere. After the addition was complete, the reaction mixture was stirred for a further 16 h. The usual work-up as for example 1 then gave the crosslinking monomer, 2-acrylethylmethacrylamide (Rf0.54) as a clear, colorless oil (0.6 g 32%). δH (400 MHz; CDCl3) 6.45 (1 H, br m). N+E,uns H; 6.38 (1 H, dd. J 17.8, 2.0 Hz), ROOCH═C+E,uns HaHb; 6.08 (1 H, dd, J 17.8, 8.9 Hz), ROOC+E,uns H═CHaHb; 5.82 (1 H. dd, J 8.9, 2.0 Hz), ROOCH═CHa+E,uns Hb:5.66 (1 H, s), RHNOC(H3C)C═C+E,uns HcHd: 5.29 (1 H, s), RHNOC(H3C)C═CHc+E,uns Hd: 4.25 (2 H, t, J 4.9 Hz), C+E,uns H2OCO; 3.57 (2 H. td, J 4.9, 4.7 Hz), C+E,uns HNHCO; 1.94 (3 H, s), C+E,uns H3. δC(75.4 MHZ; CDCl3) 168.52, HN+E,uns C═O; 166.22, O+E,uns C═O; 139.60, RHNOC(H3C)+E,uns C═CH2; 131.34, ROOCH═+E,uns CH2; 127.83, ROO+E,uns CH═CH2; 119.69, RHNOC(H3C)C═+E,uns CH2; 63.07, +E,uns CH2OC═O; 38.97, +E,uns CH2NHC═O; 18.43, +E,uns CH3. Found: M+183.22.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:To a stirred solution of N-(2-hydroxyethyl)methacrylamide (10 mmol, 1.3 g) and triethylamine (11 mmol, 1.5 cm3) in chloroform (40 cm3), was added dropwise', 'step 2:at room temperature', 'step 2 properties:Temperature:room temperature', 'step 3:After the addition', 'step 4:the reaction mixture was stirred for a further 16 h', 'step 4 properties:Time:57600', 'step 5:The usual work-up as for example 1 then gave the crosslinking monomer, 2-acrylethylmethacrylamide (Rf0.54) as a clear, colorless oil (0.6 g 32%)']"
"['CNCCN.C(OC([S:13][C:14]1[N:19]=[C:18]([CH3:20])[CH:17]=[C:16]([CH3:21])[N:15]=1)=O)(C)(C)C', 'O1CCOCC1', '[CH3:21][C:16]1[CH:17]=[C:18]([CH3:20])[N:19]=[C:14]([SH:13])[N:15]=1']","['US20010020079A1', '0089', 'To a stirred solution of N-methyl-ethylenediamine (0.10 mol. 8.8 cm3) in dioxane (50 cm3), at room temperature and under a nitrogen atmosphere. was added a solution of S-tert-butyloxycarbonyl-4,6-dimethyl-2-mercaptopyrimidine (0.05 mol, 12 g) in dioxane (50 cm3), dropwise, over 3 h. After the addition was complete, the solution was stirred at room temperature for a further 15 h. The precipitate which formed (4, 6dimethyl-2-mercaptopyrimidine) was removed from the solution, and the filtrate conc. in vacuo to half its original volume (50 cm3). To this residue, was added water (80 cm3) and the solution then left to stand at room temperature for 15 min. The bis-(t-BOC)-diamine precipitate was then removed, and the filtrate conc. in vacuo. To the residue was added water (80 cm3), and the solution subsequently saturated with sodium chloride. This saturated solution was extracted with ethyl acetate (4×40 cm3), and the organic extracts combined. dried (MgSO4), filtered. and conc. in vacuo to give an oil. This oil was dissolved in water (50 cm3) and acidified to pH 3 with 1 M hydrochloric acid. The solution was then extracted with ethyl acetate (3×100 cm3). The aqueous layer was then collected, decolourized with activated charcoal and filtered over Celite. The filtrate was then conc. in vacuo. If necessary, fractional recystallization from room temperature methanol was used to separate the required product from any diamine dihydrochloride by-product. The filtrate was then conc. in vacuo. The product was isolated by trituration from hexane, to give a fine off-white solid which consisted of a mixture of N-t-BOC, N-methylethylenediamine monohydrochloride and N-t-BOC, N′-methyl ethylenediamine monohydrochloride in a 4:1 ratio (4.8 g, 45%). m.p. 104-105° C. δH (400 MHZ; methanol-d4) 3.52-3.37 (2 H, t, J 4.8 Hz), C+E,uns H2NH; 3.31 (2 H, t, J 4.8 Hz), C+E,uns H2NH(CH3); 2.81 (3 H, s), NC+E,uns H3; 1.43 (9 H, s), C(C+E,uns H3)3. δC (75.4 MHz: methanol-d4) 157.88, +E,uns C═O; 81.60 +E,uns C(CH3)3; 47.47, +E,uns CH2NH(CH3); 39.09, +E,uns CH2NH: 28.65, C(+E,uns CH3)3. Found: M+.210.72.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:at room temperature', 'step 1 properties:Temperature:room temperature', 'step 2:was added a solution of S-tert-butyloxycarbonyl-4,6-dimethyl-2-mercaptopyrimidine (0.05 mol, 12 g) in dioxane (50 cm3)', 'step 3:dropwise, over 3 h', 'step 3 properties:Time:10800', 'step 4:After the addition', 'step 5:the solution was stirred at room temperature for a further 15 h', 'step 5 properties:Time:54000', 'step 5 properties:Temperature:room temperature', 'step 6:The precipitate which formed (4, 6dimethyl-2-mercaptopyrimidine)']"
"['[C:1]([NH:5][CH2:6][CH2:7][NH2:8])(=[O:4])[CH:2]=[CH2:3].[ClH:9]', 'C(OCC)(=O)C', '[ClH:9].[C:1]([NH:5][CH2:6][CH2:7][NH2:8])(=[O:4])[CH:2]=[CH2:3] |f:3.4|']","['US20010020079A1', '0091', 'N-t-BOC, N-methyl, N′-acryloyl-ethylenediamine (2.5 mmol, 0.57 g) was stirred in a solution of 3 M HCl in ethyl acetate (2.5 cm3) at room temperature for 30 min. The solution was then conc. in vacuo to give the intermediate N-methyl, N′-acryloyl-ethylenediamine monohydrochloride as a clear yellow oil. This intermediate (2.5 mmol) was then stirred at room temperature in 2 M NaOH (3 cm3) for 10 min. This reaction mixture was cooled to 0° C., and to this, was added a solution of methacryloyl chloride (2.8 mmol, 0.27 cm3) in chloroform (7 cm3), dropwise, over 30 min. After the addition was complete, the reaction mixture was stirred at 0° C. for a further 1 h. The organic and aqueous phases were then separated, and the aqueous phase extracted with chloroform. The organic extracts were combined, dried (MgSO4), filtered and conc. in vacuo, to give the crude product. The crude product was stirred at room temperature over a slurry of basic alumina in chloroform for 18 hr. Removal of the alumina and concentration of the filtrate then gave a pale yellow oil. Purification by flash chromatography (silica gel, diethyl ether: hexane : methanol elution) afforded N-methyl. N-methacryloyl, N′-acryloyl-ethylenediamine as a pale yellow oil (0.24 g, 48%). δH (300 MHz; CDCl3) 6.79 (1 H, br s), N+E,uns H; 6.2 (1 H, d, J 17.1 Hz), HC═C+E,uns HaHb; 6.08 (1 H, dd, J 17.1, 10.0), +E,uns HC═CHaHb; 5.59 (1 H, d, J 10.0 Hz), HC═CHa+E,uns Hb: 5.18 (br m), (H3C)C═C+E,uns HcHd; 5.00 (br m), (H3C)C═CHc+E,uns Hd; 3.58 (4 H, br m). 2 x C+E,uns H; 3.05, (3 H, br m) N(C+E,uns H3); 1.90 (3 H, br m), C+E,uns H3. δC (75.4 MHz; CDCl3) 170.92. NO+E,uns C(H3C)C═CH2; 162.87, NHO+E,uns CHC═CH2; 139.39, (H3C)+E,uns C═CH2: 132.00, HC═+E,uns CH2; 125.42, H+E,uns C═CH2; 119.56, (H3C)C═+E,uns CH2; 44.97. +E,uns CH2CH2; 36.21. CH2+E,uns CH2; 33.98, N(+E,uns CH3); 19.24, +E,uns CH3. Found: M+. 196.26']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:N-t-BOC, N-methyl, N′-acryloyl-ethylenediamine (2.5 mmol, 0.57 g) was stirred in a solution of 3 M HCl in ethyl acetate (2.5 cm3) at room temperature for 30 min', 'step 1 properties:Time:1800', 'step 1 properties:Temperature:room temperature', 'step 2:conc. in vacuo to give the intermediate N-methyl, N′-acryloyl-ethylenediamine monohydrochloride as a clear yellow oil']"
"['Cl.C[NH:3][CH2:4][CH2:5][NH2:6].[OH-].[Na+].[C:9](Cl)(=[O:13])[C:10]([CH3:12])=[CH2:11]', 'C(Cl)(Cl)Cl', '[C:9]([NH:3][CH2:4][CH2:5][NH2:6])(=[O:13])[C:10]([CH3:12])=[CH2:11] |f:0.1,2.3|']","['US20010020079A1', '0093', 'The intermediate N-t-BOC, N-methyl-ethylenediamine monohydrochloride prepared in example 5 (10 mmol, 2.1 g) was stirred with 2 M NaOH (11 cm3) at room temperature for 10 min. The solution was then cooled to 0° C., and to this, was added a solution of methacryloyl chloride (11 mmol, 1.1 cm3) in chloroform (30 cm3), dropwise. After the addition was complete, the reaction mixture was stirred at 0° C. for a further 1 h. The organic and aqueous phases were then separated, and the aqueous phase extracted with chloroform. The organic extracts were combined, dried (MgSO4), filtered and conc. in vacuo, to give the crude product. The crude product was stirred at room temperature over a slurry of basic alumina in chloroform for 18 hr. Removal of the alumina and concentration of the filtrate then gave a pale yellow oil. Purification by flash chromatography (silica gel, diethyl ether:hexane:methanol elution) afforded N-t-BOC, N-methyl, N′-methacryloyl-ethylenediamine (Rf 0.51) as a yellow oil (1.63 g, 67%). δH (400 MHz: CDCl3) 6.94 (1 H, br s), +E,uns HNOC(H3C)C═CHaHb: 5.74 (1 H, br m), (H3C)C═C+E,uns HaHb; 5.30 (1 H, br m), (H3C)C═CHa+E,uns Hb; 3.43 (4 H, br m). 2 x C+E,uns H2; 2.87 (3 H, s), N(C+E,uns H3); 1.93 (3 H, br m), C+E,uns H3; 1.44 (9 H, s), C(C+E,uns H3)3. δC (75.4 MHz; CDCl3) 168.52, NHO+E,uns C(H3C)C═CH2; 157.33, NH+E,uns CO2C(CH3)3; 139.36, (H3C)+E,uns C═CH2; 119.81, (H3C)C═+E,uns CH2; 80.85 +E,uns C(CH3)3; 47.32. +E,uns CH2N(CH3)OC(H3C)C═CH2: 39.32, +E,uns CH2NHCO2C(CH3)3; 34.68, N(+E,uns CH3):28.33, C(+E,uns CH3)3; 18.47, +E,uns CH3. Found: (MH+.) 243.17178.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:The intermediate N-t-BOC, N-methyl-ethylenediamine monohydrochloride prepared in example 5 (10 mmol, 2.1 g) was stirred with 2 M NaOH (11 cm3) at room temperature for 10 min', 'step 1 properties:Time:600', 'step 1 properties:Temperature:room temperature', 'step 2:The solution was then cooled to 0° C.', 'step 2 properties:Temperature:0', 'step 3:to this, was added a solution of methacryloyl chloride (11 mmol, 1.1 cm3) in chloroform (30 cm3)', 'step 4:After the addition', 'step 5:the reaction mixture was stirred at 0° C. for a further 1 h', 'step 5 properties:Time:3600', 'step 5 properties:Temperature:0', 'step 6:The organic and aqueous phases were then separated', 'step 7:the aqueous phase extracted with chloroform', 'step 8:dried (MgSO4)', 'step 9:filtered and conc. in vacuo', 'step 10:to give the crude product', 'step 11:The crude product was stirred at room temperature over a slurry of basic alumina in chloroform for 18 hr', 'step 11 properties:Time:64800', 'step 11 properties:Temperature:room temperature', 'step 12:Removal of the alumina and concentration of the filtrate', 'step 13:then gave a pale yellow oil', 'step 14:Purification', 'step 15:by flash chromatography (silica gel, diethyl ether:hexane:methanol elution)', 'step 16:afforded N-t-BOC, N-methyl, N′-methacryloyl-ethylenediamine (Rf 0.51) as a yellow oil (1.63 g, 67%)']"
