product_number,ingredients_smiles,review
19857014,"['O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCC(=O)OC(C)C', 'CC(CO)O', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CC(COCC1C(C(C(C(O1)OC2C(OC(C(C2OCC(C)O)OCC(C)O)OCC(C)O)COCC(C)O)OCC(C)O)OCC(C)O)OCC(C)O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', '[O-]S(=O)S(=O)(=O)[O-].[Na+].[Na+]', 'COC(=O)C1=CC=C(C=C1)O', 'CCCOC(=O)C1=CC=C(C=C1)O', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C']",3.9
198669218,[],4.4
20926356,"['O', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'C(C(CO)O)O', 'C1=CC(=CN=C1)C(=O)N', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C=C', 'CC(C)(CO)C(C(=O)NCCCO)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C=CC(=O)N', 'O=[Ti]=O', 'C1=CC=C(C=C1)OCCO', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O']",4.7
22172114,"['C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCOC(=O)C1=CC=CC=C1', 'CC(C)OC(=O)CCCCCCCCC(=O)OC(C)C', 'O=[Si]=O', 'C(C(CO)O)O', 'C[Si](C)(C)OO[Si](=O)OO[Si](C)(C)C']",3.9
24216667,"['O', 'C(C(CO)O)O', 'CC(CO)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', '[CH]CCCCCNC(=O)CCCCC(=O)[N]', 'C=CC1=CC=CC=C1', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'O=[Ti]=O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'COC1COC2C1OCC2OC', 'CCCCCCCCCCCC(=O)OCCO', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CC(CC(=O)O)(C(=O)O)O)O', 'CCCCCCCCCCC(CCCCCCCC)CO', 'C1CCC(=O)OCC1', 'C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+]', '[OH-].[Na+]', 'COC(=O)C1=CC=C(C=C1)O', 'CCCOC(=O)C1=CC=C(C=C1)O', 'CCCCOC(=O)C1=CC=C(C=C1)O', 'CC(=CCCC(C)(C=C)O)C', 'C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O', 'CC1=CCC(CC1)C(=C)C', 'CC(=CCCC(=CCO)C)C', 'CC(=CCCC(=CC=O)C)C']",3.5
28651923,"['O', 'C(C(CO)O)O', 'C(C(C1C(=C(C(=O)O1)OP(=O)([O-])[O-])[O-])O)O.[Na+].[Na+].[Na+]', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CC1=CCC(CC1)C(C)(CCC=C(C)C)O', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O']",4.6
291972463,"['O', 'C(C(CO)O)O', 'CCCCCCCCOCCCCCCCC', 'C(CCO)CCO', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CCC(O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(COCC(COCC(COC(=O)CCCCCCCCCCCCCCCCC)O)O)O', 'C=CC(=O)N', 'C1CCC(CC1)C(C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=N)N)NCC(=O)O']",4.8
295585183,"['O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCC(=O)OC(C)C', 'C(C(CO)O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C=CC(=O)O', 'C1=CC=C(C=C1)OCCO', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'CCCCNC(=O)OCC#CI']",5.0
299882670,"['O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCC(=O)OC(C)C', 'C(C(CO)O)O', 'CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C=CC(=O)O', 'C1=CC=C(C=C1)OCCO', 'CC(CC(C)(C)O)O', '[OH-].[Na+]']",5.0
299892592,"['O', 'CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'C1=CC(=CN=C1)C(=O)N', 'CCCCCCCCOC(=O)OCCCCCCCC', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCC=C', 'C[N+](C)(C)CC(=O)[O-]', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C=CC(=O)OCCO', 'C1=CC=C(C=C1)OCCO', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCC1C=CC(C(C1CCCCCC)C=CCCCCCCCCO)CCCCCCCCOC(=O)CCCCCCCC=CC2C(C=CC(C2CCCCCC)CCCCCC)CCCCCCCC(=O)O', 'CC1CC(C(=O)C1=O)C', 'CC(C)CCCCCCCCCCCCCCC(=O)OC(CO)C1C(C(CO1)O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O']",3.8
313005086,"['C(C(CO)O)O', 'CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(C(C(C(O4)CO)OC)O)O)O)O)O)O', 'CCCCCCCCCCCCCC(C)C', 'CC(C)CCCCCCCCCCCCCCC(=O)OC(C)C', 'CCCCCCCCCCCCCCCCCCO', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCCCCCO', 'C1=CC=C(C=C1)OCCO', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCC(=O)O', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C(C(CO)O)O', 'CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]', 'CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+]', 'CCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O', 'CCCCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O', 'C[N+](C)(C)CC(COCCOC1C(C(C(OC1O)COCO)OC2C(C(C(C(O2)CO)OCCO)OCCO)O)O)O.[Cl-]', 'C1=CC=C(C=C1)CO', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C1=CC=C(C(=C1)C(=O)O)O', 'C1=CC=C(C=C1)OCCO', 'COC(=O)C1=CC=C(C=C1)O', 'CCCOC(=O)C1=CC=C(C=C1)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C=CC(=O)[O-].[Na+]', 'CCCCCCCCC=C', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCCCOCCO']",4.7
34788357,['C=CC(=O)O'],3.0
36320509,"['CCCCCCCCCCCCCCCCCC(=O)OCC(COCC(COCC(COC(=O)CCCCCCCCCCCCCCCCC)O)O)O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCO', 'C(C(CO)O)O', 'CCCCCCCOC(=O)CCC(=O)OCCCCCCC', 'C[N+](C)(C)CC(=O)[O-]', 'CCCCCCCCCCCC(=O)OCCC(C)C', 'C1(C(C(C(C(C1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]', 'O', 'C(C(C1C(=C(C(=O)O1)O)O)O)O']",4.3
36330650,"['C(C(C1C(=C(C(=O)O1)O)O)O)O', 'C(C(CO)O)O']",4.1
369297447,"['O', 'C=CC1=CC=CC=C1', 'C(CO)N(CCO)CCO']",5.0
39454239,"['O', 'CCCCCCCCCCCCCCCCO', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCO', 'C(CC(=O)[O-])C(C(=O)O)N.[Na+]', 'C(C(C1C(=C(C(=O)O1)O)O)O)O', 'C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN', 'CCCCCC=CCC=CCCCCCCCC(=O)O']",4.8
40085048,"['O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'C(C(CO)O)O', 'CC(CO)O', 'C(C(C(C(C(CO)O)O)O)O)O', 'CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C', 'CC1(C(=O)N(C(=O)N1CO)CO)C', 'COC(=O)C1=CC=C(C=C1)O', 'CCCOC(=O)C1=CC=C(C=C1)O']",5.0
400971446,"['C(C(CO)O)O', 'CCCCCCCCOCCCCCCCC']",4.5
403096459,"['O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O', 'C(C(C(C(C(CO)O)O)O)O)O', 'CCCCCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO', 'C(C(=O)O)O', '[OH-].[Na+]', 'CC1CCC(C(C1)O)C(C)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', '[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2].[Fe+2].[Fe+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3]']",4.0
40488263,"['O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C(C(CO)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C1=CC=C(C=C1)OCCO', 'C=CC(=O)N', 'C1=CC(=CC=C1OCC(CO)O)Cl', 'C=CC(=O)O', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', '[OH-].[Na+]']",4.4
414621419,"['O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C', 'C=CC1=CC=CC=C1', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C1=CC=C(C=C1)OCCO', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'C=CC(=O)OCCO', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'CC(=C)C(=O)OC', 'C=CC(=O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CC(C)(CO)C(C(=O)NCCCO)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C']",4.3
42755834,"['O', 'CCCCCCCCC=CCCCCCCCC(=O)OC(CCOCCC(O)O)O', 'CCCCCCCCCCCCCCCCC(CC(CO)O)C(=O)OCC(CO)O', 'CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC(CCCCCC)O)OC(=O)CCCCCCCCCCC(CCCCCC)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', '[O-]S(=O)(=O)[O-].[Mg+2]', 'C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']",5.0
43726512,"['O', 'C(C(CO)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CC(C)CCCCCCCCCCCCCCC(=O)OC(C)C', 'C=CC(=O)OCCO', 'C1=CC=C(C=C1)CO', 'CCCCCCCCCCCCCC(C)C', 'CCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCO', 'COC(=O)C1=CC=C(C=C1)O', 'CCOC(=O)C1=CC=C(C=C1)O', 'CCCOC(=O)C1=CC=C(C=C1)O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCC(=O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O']",4.7
4383680,"['C(=O)(O)[O-].[Na+]', 'CCCCCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO', 'C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]']",4.7
441829454,"['O', 'CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(C(C(C(O4)CO)OC)O)O)O)O)O)O', 'C(C(CO)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCCCCCO', 'C1=CC=C(C=C1)OCCO', 'C1(C(C(C(C(C1O)O)O)O)O)O', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCC(=O)O', 'C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Zn+2]', 'C(C(C(=O)O)N)C(=O)[O-].C(C(C(=O)O)N)C(=O)[O-].[Mg+2]', 'C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Cu+2]']",4.6
444780734,"['C(C(CO)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C=CC(=O)O', '[OH-].[Na+]', 'C1=CC=C(C=C1)OCCO', 'C(C1C(C(C(C(O1)OC2=C(C(OC2=O)C(CO)O)O)O)O)O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CC1=CC(=C(C=C1N=NC2=C(C3=CC=CC=C3C(=C2)S(=O)(=O)[O-])O)S(=O)(=O)[O-])C.[Na+].[Na+]', 'C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]']",4.7
449539453,"['O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCC(=O)OC(C)C', 'C(C(CO)O)O', 'CC(C(=O)O)O', 'C1=CC=C(C=C1)C(C(=O)O)O', 'C(C(=O)O)O', 'C=CC(=O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'C1=CC=C(C=C1)OCCO', 'CC(CC(C)(C)O)O', '[OH-].[Na+]']",5.0
46022493,"['C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCC(=O)O', 'C1=CC=C(C=C1)OCCO', 'CCCCCCCCCCCCCCCCCC(=O)O']",4.8
461897583,"['CCO', 'C(C(C1C(=C(C(=O)O1)OP(=O)([O-])[O-])[O-])O)O.[Na+].[Na+].[Na+]', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'CC=CC=CC(=O)[O-].[K+]', 'C(CCO)CCO', 'CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C', '[O-]P(=O)([O-])[O-].[K+].[K+].[K+]', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'CC=CC=CC(=O)[O-].[K+]', 'C(C(C1C(=C(C(=O)O1)OP(=O)([O-])[O-])[O-])O)O.[Na+].[Na+].[Na+]', 'CS(=O)(=O)C', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'COC1=C(C=CC(=C1)C=CC(=O)O)O', 'C=CC(=O)O', 'C1=CC=C(C=C1)OCCO']",5.0
46717008,"['O', 'CCCCCCCCCCCCCCCCO', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'C(C(C1C(=C(C(=O)O1)O)O)O)O', 'CCCCCCCCCCCCCCCCCC(=O)O', 'C(CC(=O)[O-])C(C(=O)O)N.[Na+]', 'CCCCCC=CCC=CCCCCCCCC(=O)O', 'CCC=CCC=CCC=CCCCCCCCC(=O)O']",5.0
471436630,"['O', 'CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(C(C(C(O4)CO)OC)O)O)O)O)O)O', 'C(C(CO)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCCCCCO', 'C1=CC=C(C=C1)OCCO', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCC(=O)O']",4.7
476837290,"['O', 'CCCCCCCCCCCCCCCCO', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCC(=O)OC(C)C', 'C1=CC=C(C=C1)OCCO', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C']",2.0
47826618,['O'],4.2
48206559,"['CCCCCCCCCCCCCC(=O)OC(C)C', 'CCCCCCCCOCCCCCCCC', 'CCCCCCCCCCCCOC(=O)C1=CC=CC=C1', 'CCCCCCCCCCCCCCCC(=O)OC(CC)CCCCC', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C=CC(=O)O', 'C1=CC=C(C(=C1)C(=O)O)O', 'CCCCCCCCC=CCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O', 'CC(=CCCC(C)(C=C)O)C', 'CC(CCC=C(C)C)CCO', 'CCCCCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O', 'CC(=CCCC(=CCO)C)C', 'CCCCCCCCCCCCCCCC(C(CO)NC(=O)C(CCCCCCCCCCCCCC)O)O', 'C1=CC=C(C=C1)CO', 'CC(=CCCC(=CC=O)C)C', 'CC(CO)O', 'COC1=C(C=CC(=C1)CC=C)O', 'C1=CC=C2C(=C1)C=CC(=O)O2', 'CCCCCCCCCCCCCCOC(=O)CC(C(=O)O)OP(=O)(O)O']",4.3
48452764,[],4.1
485686076,"['C(C(CO)O)O', 'CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C', 'C=CC(=O)O', '[OH-].[Na+]', 'O=[Ti]=O']",5.0
487952636,"['O', 'C(C(CO)O)O', 'C1=CC(=CN=C1)C(=O)N', 'C[N+](C)(C)CC(=O)[O-]', 'C(CCO)CCO', 'CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC', 'CC(C)(CS(=O)(=O)[O-])NC(=O)C=C.[NH4+]', 'CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C', 'C(COCC(COCCO)OCCO)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C=CC(=O)OCCO', 'C1=CC=C(C=C1)OCCO', 'CC(C)CCCCCCCCCCCCCCC(=O)OC(CO)C1C(C(CO1)O)O', 'C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]']",4.6
48810431,"['O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC', 'CCCCCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O', 'CC(CO)O', 'C1=CC=C(C=C1)OCCO', 'C(C(CO)O)O', 'CC1(C(=O)N(C(=O)N1CO)CO)C']",4.1
48987363,[],4.4
491676560,"['O', 'CCC(O)O', 'C1=CC(=CC=C1OCC(CO)O)Cl', 'C1=CC=C(C=C1)OCCO', '[Cl-].[K+]', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O']",4.2
49238659,"['O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O']",4.4
49409699,"['O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCCCC(=O)OC(CC)CCCCC', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C=CC(=O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CC1=CC(=C(C(=O)O1)C(=O)C)[O-].[Na+]', 'C(CO)N(CCO)CCO', 'C1=CC=C(C=C1)OCCO']",4.2
50003625,"['O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCCCCCCCO', 'C(CC(C(=O)O)N)CN=C(N)N', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCCCCCC(=O)OC(CC)CCCCC', 'C=CC(=O)O', 'CCCCCCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CCCCCC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC', 'CCCCCCCC(=O)OCC(CO)O', 'CC=CC=CC(=O)[O-].[K+]', '[OH-].[Na+]', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'C1=CC=C(C=C1)OCCO']",3.9
50007667,"['O', 'C(C(CO)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCCCCCCOCCO', 'CCCCCCCCCCCCCCCCCCOCCO', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'C(CO)N(CCO)CCO', 'C=CC(=O)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O']",4.0
516614636,"['C(C(CO)O)O', 'C=C', 'C(CCO)CCO', 'C1(C(=O)NC(=O)N1)NC(=O)N', 'C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C=CC(=O)OCCO', 'C1=CC=C(C=C1)CO', 'O=[Ti]=O', 'CCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCCCCCO', 'C=CC(=O)N', 'CCCCCCCCCCCCCCCCO', 'COC(=O)C1=CC=C(C=C1)O', 'CCCOC(=O)C1=CC=C(C=C1)O', 'CCOC(=O)C1=CC=C(C=C1)O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'C(C(C1C(=C(C(=O)O1)OP(=O)([O-])[O-])[O-])O)O.[Na+].[Na+].[Na+]', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCC(=O)O', 'CCCCNC(=O)OCC#CI']",4.5
519350834,[],4.4
